Protein	Term
O60403	GO:0030425
O60403	GO:0005886
P07864	GO:0070062
Q7Z7N9	GO:0035577
Q7Z7N9	GO:0005730
Q7Z7N9	GO:0005886
Q7Z7N9	GO:0016607
O75154	GO:0005813
O75154	GO:0055037
O75154	GO:0055038
O75154	GO:0030139
O75154	GO:0005739
O43301	GO:0070062
Q8IWE2	GO:0005794
Q8IZ52	GO:0000139
Q9HB19	GO:0005886
Q01650	GO:0070062
Q01650	GO:0016324
Q01650	GO:0005886
Q96MC4	GO:0005813
Q96MC4	GO:0005814
Q02338	GO:0005759
Q02338	GO:0005739
O95258	GO:0005887
O95258	GO:0005743
P78406	GO:0005643
P78406	GO:0005635
O15239	GO:0005747
O15239	GO:0005743
O15239	GO:0005739
O75594	GO:1904724
O75594	GO:0035580
O75594	GO:0070062
P52952	GO:0090575
O76054	GO:0070062
Q9H147	GO:0005694
Q8NGJ9	GO:0005886
O60331	GO:0005925
P61421	GO:0070062
P61421	GO:0005813
P61421	GO:0005769
Q9NWR8	GO:0005743
Q9NWR8	GO:0031305
Q9HB40	GO:0070062
Q6XD76	GO:0090575
P49286	GO:0005887
P49286	GO:0005886
Q9Y587	GO:0005802
Q9Y587	GO:0032588
Q9H1K1	GO:0005739
Q9HBI0	GO:0005925
Q9HBI0	GO:0015629
Q494U1	GO:0005739
Q9Y5Z6	GO:0000139
Q9NYW4	GO:0005886
Q9NP91	GO:0005887
Q9NP91	GO:0016324
Q9NP91	GO:0005886
A0A5B7	GO:0005886
Q86UW9	GO:0031965
Q8NGN8	GO:0005887
Q14684	GO:0005730
Q9P2H3	GO:0005813
Q9Y5Y3	GO:0005886
P18031	GO:0005769
P18031	GO:0005886
P23381	GO:0070062
P25311	GO:0009897
P25311	GO:0070062
P25311	GO:0062023
Q9BT92	GO:0005813
Q9BT92	GO:0005739
Q9BT92	GO:0005886
Q13634	GO:0005912
Q13634	GO:0005886
O75414	GO:0005739
P07902	GO:0005794
O75689	GO:0005886
Q9Y573	GO:0015629
Q9NRV9	GO:0070062
P01860	GO:0009897
P01860	GO:0070062
P01860	GO:0005886
Q9NQC8	GO:0005813
P18405	GO:0005789
P35270	GO:0070062
Q01432	GO:1904813
Q9HAT2	GO:0070062
Q9H720	GO:0005783
P23416	GO:0005887
O15344	GO:0005794
O15344	GO:0005881
P15289	GO:0043202
P15289	GO:0035578
P15289	GO:0070062
P15289	GO:0005764
P55263	GO:0005886
Q12792	GO:0005925
Q12792	GO:0005884
Q96E29	GO:0005741
Q96E29	GO:0005739
Q14442	GO:0005783
Q14442	GO:0005789
P01893	GO:0012507
P01893	GO:0035577
P01893	GO:0005887
P01893	GO:0000139
P01893	GO:0031901
P01893	GO:0055038
P01893	GO:0009897
P01893	GO:0005886
Q15004	GO:0005813
P0C7Q2	GO:0005739
O15511	GO:0005925
O15511	GO:0070062
O15511	GO:0015629
O43506	GO:0009897
O43506	GO:0005886
Q9Y3L5	GO:0070062
Q9Y3L5	GO:0070821
Q9Y3L5	GO:0005886
P84095	GO:0005789
P84095	GO:0070062
P48637	GO:0070062
Q9BT49	GO:0031965
Q9H8E8	GO:0072686
Q96GR2	GO:0005783
Q96GR2	GO:0005886
P43234	GO:0005764
Q93070	GO:0005886
A8MXE2	GO:0000139
P48169	GO:0005887
Q15392	GO:0005783
Q15392	GO:0005789
Q9NYL4	GO:0005783
Q7RTY0	GO:0005794
Q7RTY0	GO:0005887
Q96IY1	GO:0016607
Q96IY1	GO:0000776
Q9NP79	GO:0070062
A0PJW6	GO:0005739
Q6UWR7	GO:0070062
Q9UBF9	GO:0043025
Q9UBF9	GO:0015629
Q9BXS4	GO:0070062
Q9BXS4	GO:0005764
P48643	GO:0070062
P48643	GO:0005813
Q9UMX3	GO:0005794
Q9UMX3	GO:0005741
Q9UMX3	GO:0005783
Q9UMX3	GO:0005789
Q9UMX3	GO:0005739
A6NKD9	GO:0005912
Q9P2E5	GO:0000139
Q92743	GO:0070062
Q92743	GO:0062023
Q92743	GO:0005886
P36382	GO:0005887
P55082	GO:0005886
P33897	GO:0005789
P33897	GO:0005777
Q9NR61	GO:0005886
Q7Z5R6	GO:0005886
Q9H2D1	GO:0005743
Q9H2D1	GO:0005739
P17152	GO:0005887
P17152	GO:0005739
Q9BV36	GO:0070062
P25106	GO:0009897
P25106	GO:0005886
Q13671	GO:0030139
Q13671	GO:0005886
Q96JQ5	GO:0005794
Q96JQ5	GO:0005886
Q9BXY0	GO:0005730
Q8TAA3	GO:0070062
Q9BSW7	GO:0005886
P27694	GO:0000781
P27694	GO:0016605
Q9Y4P9	GO:0030027
Q9Y4P9	GO:0016324
Q96N87	GO:0005887
Q96N87	GO:0005886
Q99489	GO:0005782
Q99489	GO:0005777
Q6UVW9	GO:0009897
Q6UVW9	GO:0005886
P26440	GO:0005759
P26440	GO:0005739
Q9BQA1	GO:0005794
O60565	GO:0062023
Q96R84	GO:0005886
P36897	GO:0005886
P20073	GO:0005789
P20073	GO:0062023
P20073	GO:0070062
P61587	GO:0005925
P62081	GO:0005925
P62081	GO:0005730
P62081	GO:0022627
P62081	GO:0022626
P19652	GO:0031093
P19652	GO:0062023
P19652	GO:0035578
P19652	GO:0070062
Q96ND0	GO:0005739
Q8WZ33	GO:0015630
Q96GJ1	GO:0005739
Q96PE7	GO:0005759
Q9BX79	GO:0005887
Q9BX79	GO:0005886
Q9NPH0	GO:0005759
Q9NPH0	GO:0005739
Q14739	GO:0031965
Q14739	GO:0005635
Q9BVA6	GO:0030176
P17066	GO:1904813
P17066	GO:0070062
P17066	GO:0005886
P17066	GO:0005814
Q96JJ7	GO:0005783
Q96JJ7	GO:0005886
Q9UKB5	GO:0016323
P56470	GO:0062023
P56470	GO:0005886
O94921	GO:0000307
O94921	GO:0005886
O14907	GO:0070062
O14907	GO:0015629
Q13361	GO:0062023
Q53GQ0	GO:0005783
Q53GQ0	GO:0005789
Q9NYZ1	GO:0030173
Q9UN42	GO:0005887
Q9UN42	GO:0005635
Q99877	GO:0070062
Q8IWW8	GO:0005759
Q8IWW8	GO:0005739
Q8TCT9	GO:0005783
Q9ULV4	GO:0005925
Q9ULV4	GO:0030027
Q9ULV4	GO:0015629
Q6P1A2	GO:0005789
O95232	GO:0016607
P08908	GO:0005887
P08908	GO:0030425
P08908	GO:0005886
Q6P5S2	GO:0070062
Q8N392	GO:0005881
Q8N392	GO:0016607
Q8N392	GO:0005886
Q07108	GO:0009897
Q07108	GO:0005887
Q9Y450	GO:0070062
Q08AG7	GO:0005813
O43597	GO:0015630
O43597	GO:0015629
O43597	GO:0005886
O75478	GO:0072686
Q9Y3P8	GO:0005887
Q9Y3P8	GO:0070062
Q9Y3P8	GO:0005886
Q99788	GO:0005887
Q06643	GO:0005886
O60507	GO:0005794
O60507	GO:0030173
O60507	GO:0000139
Q96NT0	GO:0005793
P22087	GO:0005730
P22087	GO:0070062
Q03395	GO:0005887
P05120	GO:0005886
Q14943	GO:0005887
Q14943	GO:0005886
Q9UPC5	GO:0005887
Q15555	GO:0005925
Q15555	GO:0015630
Q15555	GO:0005881
Q9H4G4	GO:0000139
Q9H4G4	GO:0070062
Q8TE99	GO:0005794
O95415	GO:0035577
O95415	GO:0005886
Q96PJ5	GO:0005887
Q9Y6G3	GO:0005763
Q9Y6G3	GO:0005886
Q9Y6G3	GO:0005743
Q9Y6G3	GO:0005739
Q8N5G0	GO:0005743
Q16819	GO:0005887
Q16819	GO:0070062
Q16819	GO:0005886
A0A075B734	GO:0016323
A0A075B734	GO:0005886
P12081	GO:0005739
O14735	GO:0005794
O14735	GO:0005789
Q8NEG7	GO:0055037
P09919	GO:0043202
Q9Y619	GO:0005743
Q9Y619	GO:0005739
Q6ZS72	GO:0015629
O00398	GO:0005887
O00398	GO:0005886
A6NFX1	GO:0005887
P54687	GO:0005739
P30989	GO:0005887
P30989	GO:0005886
P10915	GO:0062023
Q9NUW8	GO:0005886
P32238	GO:0005887
P32238	GO:0005886
O95822	GO:0005759
O95822	GO:0005782
O95822	GO:0005739
O95822	GO:0005777
Q7Z5V6	GO:0036064
Q8IYW4	GO:0005886
O00422	GO:0016607
P16389	GO:0005887
P16389	GO:0030425
P16389	GO:0005886
O60662	GO:0005789
O60662	GO:0005886
P04908	GO:0070062
P04908	GO:0000786
O00220	GO:0005794
O00220	GO:0005886
O43614	GO:0005887
O43614	GO:0005886
O75896	GO:0005739
O60216	GO:0005694
Q8WZ73	GO:0000139
Q8WZ73	GO:0005764
Q8WZ73	GO:0005886
Q9ULC5	GO:0005783
Q9ULC5	GO:0005730
Q9ULC5	GO:0005789
Q9ULC5	GO:0005886
Q9ULC5	GO:0005739
Q8NFF2	GO:0005887
Q8NFF2	GO:0005886
Q9BRT6	GO:0005730
P48728	GO:0005759
P48728	GO:0005739
O95299	GO:0005747
O95299	GO:0005743
O95299	GO:0005739
Q9NVV0	GO:0031965
Q99972	GO:0005758
Q99972	GO:0062023
Q99972	GO:0070062
Q99972	GO:0005743
O75928	GO:0016605
O00294	GO:0005886
O96017	GO:0005794
O96017	GO:0016605
O75175	GO:0000932
Q6PCB7	GO:0005886
P20336	GO:0030424
P20336	GO:0008021
P20336	GO:0005886
O00623	GO:0005777
P68871	GO:1904813
P68871	GO:0070062
Q96P56	GO:0005886
Q96S97	GO:0005886
O43405	GO:0062023
Q9NYZ3	GO:0015630
Q9NYZ3	GO:0005881
P84243	GO:0070062
Q8NFJ9	GO:0005813
Q9H773	GO:0005739
Q8NBQ5	GO:0005811
O15243	GO:0005794
Q15526	GO:0005739
Q9NRD1	GO:0019005
P35659	GO:0005730
Q8N6M8	GO:0001669
Q8NCC5	GO:0030176
Q96DC8	GO:0005739
Q9Y6R9	GO:0036064
Q9Y6R9	GO:0005813
Q969W0	GO:0005783
Q969W0	GO:0005789
P49257	GO:0005793
P49257	GO:0062023
P49257	GO:0012507
P49257	GO:0005783
P49257	GO:0033116
P49257	GO:0005789
P49257	GO:0070062
P43652	GO:0070062
P01903	GO:0012507
P01903	GO:0005887
P01903	GO:0032588
P01903	GO:0070062
P01903	GO:0005886
Q14183	GO:0005730
Q7RTS7	GO:0070062
Q96IY4	GO:0070062
Q15942	GO:0005925
Q15942	GO:0015629
Q15942	GO:0001725
Q15942	GO:0005886
Q9UKX7	GO:0005643
Q9UKX7	GO:0005635
Q9UKX7	GO:0031965
Q6ZSG2	GO:0014069
P78410	GO:0009897
Q9BQS2	GO:0005886
Q9H106	GO:0005886
Q13410	GO:0005887
O15244	GO:0005887
O15244	GO:0070062
O15244	GO:0016324
O15244	GO:0005886
Q9UI38	GO:0005783
Q8NBN3	GO:0005794
Q9UKT6	GO:0019005
Q08752	GO:0005730
Q8N0Y7	GO:0070062
Q969H4	GO:0005886
Q6UXU4	GO:0005886
Q5QJU3	GO:0005794
Q5QJU3	GO:0000139
O43688	GO:0005783
O43688	GO:0005887
O43688	GO:0005901
O43688	GO:0005886
Q7LGA3	GO:0000139
P31937	GO:0005759
Q66K66	GO:0005886
P61927	GO:0022625
P61927	GO:0022626
Q9UFF9	GO:0000932
Q16853	GO:0005783
Q16853	GO:0005794
Q16853	GO:0005769
Q16853	GO:0005886
Q7Z4Y8	GO:0005739
Q8NHP6	GO:0005783
Q8NHP6	GO:0005887
Q8NHP6	GO:0035579
Q8NHP6	GO:0005886
O43390	GO:0005730
O43390	GO:0071013
O94805	GO:0000776
Q7Z4R8	GO:0035578
P40305	GO:0005635
P40305	GO:0005741
P40305	GO:0005739
Q9UNA4	GO:0016607
P05787	GO:0045111
P05787	GO:0070062
Q05901	GO:0005887
Q05901	GO:0005886
A8MWX3	GO:0055037
A8MWX3	GO:0031901
A8MWX3	GO:0005769
P24385	GO:0017053
P24385	GO:0000307
P15509	GO:0009897
P15509	GO:0005887
P15509	GO:0005886
Q96EY1	GO:0005759
Q96EY1	GO:0005884
Q96EY1	GO:0005739
Q9UM44	GO:0009897
Q6ZMG9	GO:0005783
Q6ZMG9	GO:0005789
Q8TC92	GO:0005886
Q8IZD0	GO:0030425
P23610	GO:0005769
Q8WVV5	GO:0009897
Q8WVV5	GO:0005886
O14548	GO:0005730
O14548	GO:0005743
O14548	GO:0005739
P43155	GO:0005782
P43155	GO:0005739
P43155	GO:0005777
Q16520	GO:0090575
Q9BTZ2	GO:0005789
Q9BTZ2	GO:0005777
Q8IX05	GO:0009897
O95867	GO:0009897
Q86UE4	GO:0005783
Q8IWQ3	GO:0005783
Q8IWQ3	GO:0005813
Q9NYP7	GO:0030176
Q9NYP7	GO:0005783
Q9NYP7	GO:0005789
Q9NYP7	GO:0043025
Q6X784	GO:0001669
P41231	GO:0005887
P41231	GO:0005886
Q9BS86	GO:0001669
Q9H6Q3	GO:0005794
Q03154	GO:0070062
Q6PJ21	GO:0019005
Q9Y2I2	GO:0005886
Q3SY84	GO:0070062
P14923	GO:0005925
P14923	GO:1904813
P14923	GO:0070062
P14923	GO:0005886
P14923	GO:0005912
P14923	GO:0035580
Q16654	GO:0005759
Q16654	GO:0005739
P13385	GO:0016324
P13385	GO:0005886
P06493	GO:0005813
P06493	GO:0000307
P06493	GO:0005789
P06493	GO:0070062
P06493	GO:0005759
P48443	GO:0090575
P78368	GO:0005886
Q86YT5	GO:0005886
O43837	GO:0005739
O43745	GO:0005730
Q9P2S5	GO:0072686
Q9P2S5	GO:0036064
Q9P2S5	GO:0005813
Q8NEY8	GO:0005794
Q8NC56	GO:0005783
Q8NC56	GO:0005635
Q8NC56	GO:0031965
Q13336	GO:0005887
Q13336	GO:0005886
P52961	GO:0005886
P04632	GO:0070062
Q96M93	GO:0005730
P08758	GO:0005925
P08758	GO:0070062
Q8NG95	GO:0005886
Q6P587	GO:0005759
Q6P587	GO:0005739
Q9Y2S2	GO:0070062
Q96A54	GO:0005886
Q12874	GO:0071013
Q12874	GO:0016607
Q12874	GO:0071005
Q96QS1	GO:0005887
Q96E11	GO:0005759
Q96E11	GO:0005739
P43487	GO:0005643
P43487	GO:0005813
P43487	GO:0005635
P23219	GO:0005794
P23219	GO:0005789
P23219	GO:0070062
Q969E2	GO:0032588
Q969E2	GO:0055038
Q92754	GO:0005739
Q5JX71	GO:0070062
P51153	GO:0005794
P51153	GO:0005802
P51153	GO:0055037
P51153	GO:0070062
P51153	GO:0030139
P78382	GO:0030173
P78382	GO:0000139
P78382	GO:0005887
O00767	GO:0030176
O00767	GO:0005789
O00767	GO:0005783
O43829	GO:0005730
Q6ZUT3	GO:0005886
Q9BY43	GO:0005643
Q9BY43	GO:0000776
Q9BY43	GO:0005886
P49841	GO:0005813
P49841	GO:0098978
P49841	GO:0030424
P49841	GO:0005886
O14828	GO:0070062
O14828	GO:0032588
O14828	GO:0055038
Q9UKS6	GO:0070062
Q9UKS6	GO:0005886
Q9NZP8	GO:0070062
O76082	GO:0070062
O76082	GO:0016324
O76082	GO:0005886
Q8TDC3	GO:0005813
Q8TDC3	GO:0008021
Q96RD7	GO:0005783
Q96RD7	GO:0005886
Q16653	GO:0009897
Q16653	GO:0005886
A6NDV4	GO:0005886
Q7Z4F1	GO:0005886
P32322	GO:0005739
Q16655	GO:0005794
Q16655	GO:0005789
Q16655	GO:0005802
Q16655	GO:0005887
Q96ER9	GO:0005743
Q9UGC7	GO:0005759
Q9UGC7	GO:0005739
Q9BPV8	GO:0005886
P36941	GO:0005794
P36941	GO:0005886
Q9NWX6	GO:0005739
P81274	GO:0005813
Q9H081	GO:0000776
P01138	GO:0030424
P01138	GO:0030425
P01138	GO:0008021
P01138	GO:0005796
Q8IUN9	GO:0005886
Q9UMY4	GO:0031901
Q9UMY4	GO:0005769
Q9NY26	GO:0005886
P82664	GO:0005763
P82664	GO:0005743
P82664	GO:0005739
Q9UI36	GO:0005794
P28336	GO:0005887
Q9NQA5	GO:0005887
Q9NQA5	GO:0005886
Q4J6C6	GO:0005794
O94811	GO:0005739
P62917	GO:0005925
P62917	GO:0014069
P62917	GO:0022626
P06733	GO:0070062
Q9HBY0	GO:0070062
Q9HBY0	GO:0005886
Q8NH43	GO:0005887
Q8NH43	GO:0005886
O00255	GO:0017053
Q53ET0	GO:0070062
P21941	GO:0062023
O75167	GO:0005886
P32239	GO:0005886
Q13239	GO:0005925
O00142	GO:0005759
O00142	GO:0005739
Q9NWZ3	GO:0005886
Q96FJ2	GO:0098978
Q96FJ2	GO:0005813
Q96FJ2	GO:0005886
Q9UI14	GO:0005794
Q8IUX1	GO:0005743
Q8IUX1	GO:0005739
P42857	GO:0005783
Q92805	GO:0005802
P60900	GO:0070062
P60900	GO:0000502
Q99501	GO:0001725
Q99501	GO:0005884
Q8IXW5	GO:0005730
Q96P63	GO:0101003
Q96P63	GO:0005886
Q9P000	GO:0005794
Q9P000	GO:1904813
P37059	GO:0005789
Q9BSU1	GO:0030672
Q9BSU1	GO:0005802
Q9BSU1	GO:0030425
P30084	GO:0005759
Q9Y320	GO:0005739
P04433	GO:0070062
Q9H6F2	GO:0070062
O95948	GO:0015629
Q96L92	GO:0005769
Q9HCH3	GO:0070062
Q9HCH3	GO:0005886
Q9BX95	GO:0005789
O14672	GO:0005925
O14672	GO:0005794
O14672	GO:0035579
O14672	GO:0070821
O14672	GO:0070062
O14672	GO:0005886
Q8N556	GO:0005925
Q03721	GO:0030424
Q03721	GO:0008076
Q03721	GO:0005886
Q8NBJ7	GO:0005783
Q4ZJI4	GO:0005886
Q9HD47	GO:0005901
Q9HD47	GO:0005886
P21217	GO:0070062
Q96T53	GO:0030176
Q96T53	GO:0005789
P23396	GO:0005925
P23396	GO:0005783
P23396	GO:0072686
P23396	GO:0022627
P23396	GO:0022626
P23396	GO:0070062
P23396	GO:0005886
P23396	GO:0005759
Q8NGY0	GO:0005886
P47914	GO:0022625
P47914	GO:0022626
P16104	GO:0005813
P16104	GO:0035861
P16104	GO:0070062
P16104	GO:0016607
Q10586	GO:0090575
Q03405	GO:0005925
Q03405	GO:0035579
Q03405	GO:0005886
Q9Y6K9	GO:0072686
O43257	GO:0000786
Q86TJ5	GO:0005730
P31949	GO:0005912
P31949	GO:0070062
O00591	GO:0005887
Q9NZI2	GO:0005886
Q8IZJ4	GO:0005886
Q9HCC8	GO:0005886
P30301	GO:0005886
Q9NP92	GO:0005743
Q9NP92	GO:0005739
Q8TDN7	GO:0005783
Q8TDN7	GO:0005789
P01344	GO:0031093
Q6MZM9	GO:0070062
P24723	GO:0070062
P24723	GO:0005886
Q9NZE8	GO:0005739
Q86TW2	GO:0005743
Q9H9T3	GO:0005730
P43308	GO:0005783
Q9NZZ3	GO:0005643
Q9NZZ3	GO:0070062
Q9NZZ3	GO:0005886
Q9UBP5	GO:0017053
P01877	GO:0009897
P01877	GO:0070062
P01877	GO:0042571
P01877	GO:0005886
Q9NX63	GO:0070062
Q9NX63	GO:0005743
Q8IYI0	GO:0035861
Q8IYI0	GO:0005694
O15392	GO:0015630
O15392	GO:0000776
Q9H5Q4	GO:0042645
Q9H5Q4	GO:0005759
Q9H5Q4	GO:0005739
P34741	GO:0043202
P34741	GO:0062023
P34741	GO:0005796
Q96H78	GO:0005739
Q9P0M9	GO:0005743
Q8WTS1	GO:0005811
Q8WTS1	GO:0005739
Q9GZP9	GO:0030176
Q9GZP9	GO:0005783
Q9GZP9	GO:0005789
Q8TCC7	GO:0016323
Q8TCC7	GO:0016324
Q8TCC7	GO:0070062
Q8TCC7	GO:0005886
Q8NFJ5	GO:0005730
Q8NFJ5	GO:0005887
Q8NFJ5	GO:0070062
Q86UA6	GO:0016605
P08174	GO:0101003
P08174	GO:0070062
P08174	GO:0005886
O60928	GO:0005886
Q14108	GO:0005925
Q14108	GO:0000139
Q14108	GO:0005789
Q14108	GO:0070062
P48060	GO:0035577
P48060	GO:0005886
Q96RJ3	GO:0009897
Q96RJ3	GO:0005886
Q96Q11	GO:0005759
Q96Q11	GO:0005739
P49590	GO:0005759
P49590	GO:0005739
P49842	GO:0016607
P48061	GO:0009897
P48061	GO:0070062
P48061	GO:0062023
Q86UT5	GO:0016324
Q5JTD0	GO:0005794
Q5JTD0	GO:0005802
Q8IX15	GO:0005730
Q9Y5R2	GO:0070062
O43663	GO:0005886
Q9Y3A0	GO:0005743
P01825	GO:0009897
P01825	GO:0042571
P01825	GO:0005886
P62310	GO:0071005
P62310	GO:0000932
P62310	GO:0071013
P62310	GO:0046540
P14415	GO:0016324
P14415	GO:0005886
P26951	GO:0009897
P26951	GO:0005886
Q9Y257	GO:0005887
Q9Y257	GO:0008076
Q9Y257	GO:0005886
Q9Y4P3	GO:0005783
Q9Y4P3	GO:0030176
Q01664	GO:0005739
Q58FF6	GO:0005886
P40306	GO:0000502
Q9Y5K6	GO:0070062
Q9Y5K6	GO:0005886
Q9H490	GO:0005789
Q9H490	GO:0005886
Q8TF65	GO:0070062
O43521	GO:0005741
Q9Y2P4	GO:0005886
O60493	GO:0070062
O60493	GO:0031901
O60493	GO:0005769
Q8WWK9	GO:0015630
Q8WWK9	GO:0005813
Q8WWK9	GO:0072686
P78395	GO:0005886
Q53FZ2	GO:0005759
Q53FZ2	GO:0005739
Q08289	GO:0005887
Q08289	GO:0005886
Q9H8M1	GO:0005739
Q8TAX7	GO:0070062
Q8TAX7	GO:0005796
Q8TAX7	GO:0005886
Q03431	GO:0005887
Q8NGC8	GO:0005887
Q8NGC8	GO:0030425
P60604	GO:0005783
P60604	GO:0005811
Q9BYC5	GO:0005794
Q9BYC5	GO:0000139
Q9BYC5	GO:0070062
O96024	GO:0000139
Q92791	GO:0005783
Q8IVB4	GO:0055037
Q8IVB4	GO:0031902
Q8IVB4	GO:0005886
Q99572	GO:0005887
Q92665	GO:0005763
Q92665	GO:0005730
Q92665	GO:0005743
Q92665	GO:0005739
Q9NUL7	GO:0042645
Q8NBF6	GO:0055037
P11310	GO:0030424
P11310	GO:0005759
P11310	GO:0005739
P07237	GO:0005793
P07237	GO:0070062
P35908	GO:0070062
P19320	GO:0005794
P19320	GO:0005783
P19320	GO:0005887
P19320	GO:0009897
P19320	GO:0070062
P19320	GO:0005886
Q96D96	GO:0005887
Q96D96	GO:0005886
P08670	GO:0005925
P08670	GO:0005777
P08670	GO:0045111
P08670	GO:0030424
P08670	GO:0070062
P08670	GO:0005886
P57088	GO:0005783
P57088	GO:0030176
P57088	GO:0005789
P57088	GO:0005635
Q15012	GO:0005794
Q15012	GO:0031902
O43813	GO:0005887
O43464	GO:0005758
O43464	GO:0005783
O43464	GO:0005789
O43464	GO:0005739
O75874	GO:1904724
O75874	GO:0005777
O75874	GO:1904813
O75874	GO:0070062
O75874	GO:0005782
Q8TED4	GO:0030176
Q8TED4	GO:0005789
Q8TED4	GO:0070062
Q96CS2	GO:0005813
Q05655	GO:0005783
Q05655	GO:0035578
Q05655	GO:0070062
Q05655	GO:0005886
Q96G79	GO:0030173
Q96G79	GO:0000139
Q15018	GO:0005813
Q96MC5	GO:0015630
P32969	GO:0022626
O75083	GO:0070062
O75083	GO:0005886
Q5T1J5	GO:0005739
Q6NTF9	GO:0005794
Q6P161	GO:0005743
Q9NR64	GO:0043025
Q9NR64	GO:0030425
Q13485	GO:0005813
P40126	GO:0005886
Q8TAF8	GO:0005886
Q9Y6M0	GO:0005886
Q9NQS3	GO:0005912
Q9NQS3	GO:0005886
O15130	GO:0030425
Q15436	GO:0005789
Q15436	GO:0012507
Q6UX98	GO:0005783
O95858	GO:0005887
O95858	GO:0005886
Q6ZSA7	GO:0008076
Q9NPF5	GO:0000786
Q9BTN0	GO:0005886
Q9P299	GO:0005789
Q9P299	GO:0005801
O14836	GO:0005886
Q8NGA2	GO:0005886
Q8IX04	GO:0070062
Q13087	GO:0005783
P04839	GO:0035579
P04839	GO:0005887
P04839	GO:0005789
P04839	GO:0005886
P35754	GO:0070062
Q5VWK5	GO:0005886
Q99943	GO:0005783
Q99943	GO:0005789
P51164	GO:0005886
Q86XJ0	GO:0005887
Q9H3K2	GO:0070062
Q9H3K2	GO:0031305
Q9H3K2	GO:0005739
Q15109	GO:0005887
Q15109	GO:0016324
Q9Y2N7	GO:0005886
P35914	GO:0005759
P35914	GO:0005782
P35914	GO:0005739
Q6PGN9	GO:0015630
O15143	GO:0070062
O15143	GO:0015629
Q96D53	GO:0005739
Q9Y6F9	GO:0005796
Q9Y6F9	GO:0070062
Q9Y6F9	GO:0005886
Q9Y5Y7	GO:0005887
Q9Y5Y7	GO:0070062
Q9Y5Y7	GO:0005886
Q9BY50	GO:0005789
P82673	GO:0005763
P82673	GO:0005743
Q4V9L6	GO:0005886
Q9Y345	GO:0005887
Q9Y345	GO:0005886
O15551	GO:0005887
O15551	GO:0005886
O94844	GO:0005886
Q9H7L2	GO:0005886
Q53HV7	GO:0005730
Q5FYB0	GO:0015629
Q9NX52	GO:0005886
P12074	GO:0005743
P12074	GO:0005739
Q96H72	GO:0005794
Q96H72	GO:0030173
Q86UD5	GO:0005743
Q86UD5	GO:0005886
Q9BZD4	GO:0000776
O95777	GO:0071005
O95777	GO:0046540
P01127	GO:0031093
P01127	GO:0000139
P01127	GO:0005796
Q9NUY8	GO:0005794
Q9NUY8	GO:0005802
P0DN77	GO:0005887
C9JQL5	GO:0005886
Q6NUQ4	GO:0005783
Q6NUQ4	GO:0005794
P54852	GO:0005886
P30711	GO:0070062
P22460	GO:0005794
P22460	GO:0005887
P22460	GO:0005901
P22460	GO:0005886
Q9UBX3	GO:0005743
Q9UBX3	GO:0005739
P22674	GO:0005730
P22674	GO:0000307
Q9BRU9	GO:0005730
Q9UBY5	GO:0005887
Q9UBY5	GO:0005886
Q9H9Y2	GO:0005730
Q96G23	GO:0005783
Q96G23	GO:0005789
Q9Y5P4	GO:0005794
Q9Y5P4	GO:0005789
Q8WWA0	GO:0070062
P29371	GO:0005887
P63027	GO:0030672
P63027	GO:0005887
P63027	GO:0031201
P63027	GO:0008021
P63027	GO:0005886
P53634	GO:0005813
P53634	GO:0062023
P53634	GO:0035578
P53634	GO:0033116
P53634	GO:0070062
O60755	GO:0005887
O60755	GO:0005886
A0A584	GO:0005886
P33121	GO:0005783
P33121	GO:0005789
P33121	GO:0005741
Q96DA0	GO:0070062
P26038	GO:0005925
P26038	GO:0016324
P26038	GO:0070062
P26038	GO:0005886
P26038	GO:0005912
P58215	GO:0062023
Q9Y657	GO:0031965
P03915	GO:0005743
Q9Y3B2	GO:0005730
Q8TBB0	GO:0015630
P05387	GO:0005925
P05387	GO:0022625
P05387	GO:0070062
Q06323	GO:0070062
Q06323	GO:0000502
Q9NYA1	GO:0031901
Q9NYA1	GO:0005886
O95198	GO:0015629
Q9Y2R0	GO:0031305
Q9Y2R0	GO:0005739
P13196	GO:0005759
P11234	GO:0070062
P11234	GO:0005886
Q9ULW2	GO:0005887
Q9ULW2	GO:0005886
P05106	GO:0005925
P05106	GO:0098978
P05106	GO:0005887
P05106	GO:0070062
P05106	GO:0005886
Q9Y5T4	GO:0005743
O96011	GO:0005777
P84103	GO:0016607
Q8WZ55	GO:0005886
Q8WZ55	GO:0005887
Q8WZ55	GO:0016323
Q8TD06	GO:0005783
P25021	GO:0005887
P25021	GO:0030425
P25021	GO:0005886
Q6J272	GO:0036064
P25098	GO:0005886
P09429	GO:1904813
Q96QD9	GO:0016607
Q9ULS6	GO:0008076
Q9ULS6	GO:0005886
O15530	GO:0005886
Q96A72	GO:0071005
Q96A72	GO:0071013
Q8TDN6	GO:0005730
Q8TDN6	GO:0005694
Q9NZN4	GO:0055038
Q9NZN4	GO:0015630
Q9NZN4	GO:0070062
Q9NZN4	GO:0005901
Q9NZN4	GO:0005886
Q9NZN4	GO:0030139
Q9UQN3	GO:0000776
Q9UQN3	GO:0070062
Q9UQN3	GO:0005886
Q969W1	GO:0005794
Q8IWZ6	GO:0036064
Q8IWZ6	GO:0005813
P04350	GO:0015630
P04350	GO:0070062
P04350	GO:0072686
P05783	GO:0005912
