Protein	Term
P68032	GO:0007015
P04062	GO:0050728
P04062	GO:0016241
P04062	GO:0071356
P04062	GO:0008203
Q00613	GO:0000122
Q9Y2X7	GO:0007420
P55916	GO:1902600
Q66K79	GO:0016485
Q8IYL9	GO:0090630
O43602	GO:0007399
P01876	GO:0050853
P01876	GO:0006958
P01876	GO:0006911
P01876	GO:0050871
P01876	GO:0006910
P01876	GO:0002250
Q8WXG1	GO:0045071
Q8WXG1	GO:0051607
A8MUH7	GO:0072659
Q9NR56	GO:0000381
Q9Y5L4	GO:0007605
P23469	GO:0006470
P41146	GO:0007218
Q969R8	GO:0042149
Q9UJZ1	GO:0050852
Q9UJZ1	GO:0042776
Q05925	GO:0000122
Q9UHC3	GO:0035725
Q6UWK7	GO:0050830
Q9UBP4	GO:0090090
Q6UXV0	GO:0051897
Q6UXV0	GO:0007399
P52655	GO:0060261
P52655	GO:0051123
Q155Q3	GO:0060070
Q9Y2Y4	GO:0000122
O00501	GO:0007179
O00501	GO:0070830
O00501	GO:0016525
Q14956	GO:0008285
Q14956	GO:0070374
O43716	GO:0032543
Q9HAQ2	GO:0022617
Q9HAQ2	GO:0007018
Q8IVQ6	GO:0006612
O60895	GO:0007189
O60895	GO:0001525
O60895	GO:0072659
O60895	GO:0070830
Q8WVZ1	GO:0006612
Q16658	GO:0030036
P19388	GO:0050821
O94874	GO:0032088
O94874	GO:0032880
O94874	GO:0001649
Q8NGE9	GO:0007608
P60953	GO:0006897
P60953	GO:0006911
P60953	GO:0007015
P60953	GO:0030307
P60953	GO:0007229
P60953	GO:0030036
P60953	GO:0021762
Q9NZU7	GO:0007601
Q8TCD1	GO:0043123
P05230	GO:0043406
P05230	GO:0010595
P05230	GO:0070374
P05230	GO:0045766
Q9UKI8	GO:0018105
Q8NHY2	GO:0032436
P14317	GO:0014068
P14317	GO:0033138
Q9UJV3	GO:0010508
Q9UJV3	GO:0043123
Q9UJV3	GO:0045087
Q9BV68	GO:0042147
Q9BV68	GO:0006513
Q13467	GO:0060070
Q13467	GO:0032729
P49207	GO:0002181
Q9Y3C8	GO:0007420
P47211	GO:0007218
P10114	GO:0030336
P10114	GO:0072659
P46778	GO:0002181
P03973	GO:0045071
P03973	GO:0032091
P03973	GO:0045087
P61244	GO:0000122
Q8N883	GO:0000122
Q96BZ9	GO:0006888
Q96BZ9	GO:0007030
Q96GC5	GO:0032543
Q9NPD8	GO:0070534
Q9NPD8	GO:0070936
Q9NPD8	GO:0006513
O43734	GO:0070534
O43734	GO:0006954
O43734	GO:0043123
P33908	GO:0030433
Q14872	GO:0007417
Q9Y3C6	GO:0000398
Q15466	GO:0008203
Q15466	GO:0000122
Q9NXR7	GO:0006282
Q9NXR7	GO:0051865
Q9NYJ8	GO:0007507
Q9NYJ8	GO:0043123
Q8N461	GO:0031146
Q9BPZ7	GO:0030307
O75688	GO:0090263
O75688	GO:0006470
H0YL14	GO:0060271
Q99500	GO:0007189
Q11206	GO:0016266
Q9BTT4	GO:0060261
Q9BTT4	GO:0051123
O14764	GO:0007268
O14764	GO:0042391
P30154	GO:0006470
P21453	GO:0007189
P21453	GO:0001525
Q86YW7	GO:0007189
Q6P656	GO:0060271
Q15418	GO:0043154
Q15418	GO:0007268
Q15418	GO:0030307
Q15418	GO:0018105
P18850	GO:0010508
P18850	GO:0043065
P18850	GO:0007601
P62753	GO:0002181
P62753	GO:0006364
P62753	GO:0043065
A0A075B7F1	GO:0050853
A0A075B7F1	GO:0006958
A0A075B7F1	GO:0006911
A0A075B7F1	GO:0006910
A0A075B7F1	GO:0045087
P60880	GO:0006887
P60880	GO:0007268
P60880	GO:0006906
Q9NRY6	GO:0006915
P26022	GO:0045087
Q5JQD4	GO:0007218
A6NI73	GO:0050729
A6NI73	GO:0032760
A6NI73	GO:0032731
A6NI73	GO:0032755
Q96GF1	GO:0030433
Q96GF1	GO:0051865
Q8NEZ2	GO:0090148
Q8NEZ2	GO:0016236
Q8NEZ2	GO:0006612
Q8NEZ2	GO:0036258
Q16627	GO:0071356
Q16627	GO:0070098
Q16627	GO:0071346
Q16627	GO:0070374
Q16627	GO:0006954
Q16627	GO:0071347
P56962	GO:0006888
P56962	GO:0006887
P56962	GO:0007030
P32856	GO:0006887
P32856	GO:0006906
Q8TDN4	GO:0007399
O60443	GO:0008285
O60443	GO:0071356
O60443	GO:0007605
O60443	GO:0098586
Q6UWB1	GO:0043524
Q5JSP0	GO:0051056
Q9Y5Z0	GO:0016485
Q9H321	GO:0007420
P56178	GO:0007399
P32119	GO:0034599
Q6QN14	GO:0016579
O14681	GO:0016236
P68106	GO:0061077
Q9NRW3	GO:0045071
Q9NZG7	GO:0007399
P22680	GO:0042632
Q9BSA9	GO:0071805
O95672	GO:0016485
O96013	GO:0006915
P31269	GO:0009952
P24592	GO:0008285
P24592	GO:0090090
Q13409	GO:0007018
P01189	GO:0032720
Q92542	GO:0016485
P35241	GO:0008360
P10914	GO:0008285
P10914	GO:0051607
P10914	GO:0006915
P10914	GO:0071260
O60603	GO:0051092
O60603	GO:0050830
O60603	GO:0006915
O60603	GO:0032757
O60603	GO:1901224
O60603	GO:0050729
O60603	GO:0006954
O60603	GO:0045087
O75191	GO:0005975
Q5T215	GO:0006888
O14986	GO:0046854
Q9UNH5	GO:0007605
Q9UKJ8	GO:0008584
Q96NG8	GO:0000122
Q9UKQ2	GO:0007283
Q8IVD9	GO:0060271
P01583	GO:0008285
P01583	GO:0071222
P01583	GO:0006915
Q96AP7	GO:0098609
Q96AP7	GO:0070830
Q9UC07	GO:0000122
Q9UKI2	GO:0007266
Q9Y496	GO:0060271
Q9Y496	GO:0007018
P00973	GO:0045071
P00973	GO:0032760
Q99439	GO:0071260
Q99966	GO:0007179
Q99966	GO:0060395
Q99966	GO:0043524
Q9H1Y0	GO:0016236
Q9H1Y0	GO:0000422
Q15173	GO:0006470
Q9UKA1	GO:0031146
P19957	GO:0045087
O75081	GO:0008285
P11912	GO:0050853
P07510	GO:0007268
Q9GZQ4	GO:0019722
Q9GZQ4	GO:0007218
Q9GZQ4	GO:0007417
Q9GZQ4	GO:0007204
Q8IV45	GO:0043123
P16401	GO:0050821
P16401	GO:0000122
Q14153	GO:0090263
O00451	GO:0007169
Q9ULB5	GO:0098609
Q8ND76	GO:0010508
Q8ND76	GO:0007283
Q8ND76	GO:0000086
P50552	GO:0007411
Q96NC0	GO:0000398
Q99075	GO:0051897
Q99075	GO:0007517
P62826	GO:0000278
O76070	GO:0007268
Q9Y3L3	GO:0006911
Q9Y3L3	GO:0051056
Q9Y3L3	GO:0007015
P50461	GO:0030036
A0A0A0MS15	GO:0050853
A0A0A0MS15	GO:0006958
A0A0A0MS15	GO:0006911
A0A0A0MS15	GO:0050871
A0A0A0MS15	GO:0006910
Q86UD7	GO:0090630
Q9NP97	GO:0007018
P56182	GO:0006364
P30040	GO:0043406
Q9NR63	GO:0006805
P07585	GO:0016525
P07585	GO:0014068
P07585	GO:0010508
P15927	GO:0006260
Q86Y01	GO:0006366
Q9H461	GO:0060070
P05981	GO:0008360
A0A0B4J1Y9	GO:0006958
A0A0B4J1Y9	GO:0006911
A0A0B4J1Y9	GO:0050871
A0A0B4J1Y9	GO:0006910
O43543	GO:0000278
O43543	GO:0000724
P32241	GO:0007187
P47736	GO:0002250
P47736	GO:0090630
Q8IUC8	GO:0016266
Q15172	GO:0006470
P09651	GO:0000381
P09651	GO:0042149
P32455	GO:0071356
P32455	GO:0071347
Q86TM6	GO:0030433
Q86TM6	GO:0050821
Q86TM6	GO:0070936
O95379	GO:0043065
Q8N264	GO:0090630
O60573	GO:0017148
Q7Z7F7	GO:0032543
O00602	GO:0032757
O60353	GO:0060070
P04083	GO:0007187
P04083	GO:0042102
P04083	GO:0008360
P04083	GO:0006954
A8MT65	GO:0000122
P03897	GO:0006120
P03897	GO:0042776
Q96BK5	GO:0007080
O14625	GO:0071222
O14625	GO:0061844
O14625	GO:0006954
P23258	GO:0000278
P11488	GO:0007601
P46777	GO:0042273
P46777	GO:0006364
P46777	GO:0002181
O95988	GO:0033138
O75934	GO:0000398
O75444	GO:0000122
Q92546	GO:0042147
O15234	GO:0000398
Q13145	GO:0007179
Q13145	GO:0090263
Q13145	GO:0008360
O94955	GO:0007015
O94955	GO:0008360
Q96NG5	GO:0000122
Q52WX2	GO:0018105
Q14181	GO:0006260
Q8N108	GO:0043123
Q8N108	GO:0000122
Q01201	GO:0045087
Q96NZ8	GO:0030512
P51843	GO:0007283
Q96SM3	GO:0016485
Q8TCC3	GO:0032543
P19447	GO:0006367
P19447	GO:0043065
P19447	GO:0006366
P19447	GO:0006915
Q07973	GO:0001649
P09012	GO:0000398
O75569	GO:0008285
O75569	GO:0050821
P14555	GO:0050830
P14555	GO:0050729
Q9NP84	GO:0043065
Q9NUS5	GO:0000724
Q96PZ0	GO:0017148
Q6NVH7	GO:0050821
Q9BVQ7	GO:0042273
Q9Y458	GO:0000122
Q86T96	GO:0032436
O95470	GO:0097190
Q96EH3	GO:0042273
Q96EH3	GO:0017148
P48146	GO:0007218
Q8N6F1	GO:0008285
Q8N6F1	GO:0030336
Q8N6F1	GO:0070830
Q9Y6M1	GO:0007399
Q8IX90	GO:0000278
W6CW81	GO:0098586
Q02878	GO:0002181
P51512	GO:0016485
Q96MG7	GO:0000724
Q96MG7	GO:0031398
Q96MG7	GO:0000122
Q96NI6	GO:0050728
Q92481	GO:0008285
Q92481	GO:0000122
Q9Y6A4	GO:0060271
Q9NTX7	GO:0051865
Q9NTX7	GO:0070936
O43524	GO:0042149
O43524	GO:0030336
O43524	GO:0043065
O43524	GO:0000122
Q03393	GO:0007417
Q8WV24	GO:0043065
Q08050	GO:0000086
P17947	GO:0032088
P17947	GO:1902895
P17947	GO:0000122
Q9BXB7	GO:0007283
P42574	GO:0006915
P42574	GO:0097190
P42574	GO:0043065
P42574	GO:0016241
P22004	GO:0010862
P22004	GO:0030509
Q8NEV9	GO:0032729
Q15915	GO:0007420
Q15915	GO:0007417
Q92609	GO:0042147
Q92609	GO:0090630
Q8N371	GO:0000086
P17677	GO:0009611
Q96J84	GO:0098609
Q9H2C5	GO:0007608
Q15070	GO:0032981
Q9NX04	GO:0042273
P47928	GO:0000122
P23246	GO:0000724
P23246	GO:0000122
Q8WVK2	GO:0000398
Q86WK6	GO:0007420
P98177	GO:0016525
Q13882	GO:0007169
Q13882	GO:0046777
Q13882	GO:0045087
Q15311	GO:0006897
Q15311	GO:0051056
P10827	GO:0006366
P10827	GO:0000122
Q9NP50	GO:0030336
Q9NP50	GO:0030512
Q96PC2	GO:0046854
P35367	GO:0006954
P35367	GO:0007200
P35367	GO:0007187
Q15642	GO:0030036
Q9NP95	GO:0043524
Q8IYF1	GO:0006366
C4AMC7	GO:0006887
P45378	GO:0006936
Q9H160	GO:0030336
Q9H160	GO:0000122
Q13477	GO:0007160
Q6FHJ7	GO:0008285
Q6FHJ7	GO:0043065
Q6FHJ7	GO:0090263
Q6FHJ7	GO:0090090
Q99675	GO:0030308
Q9BYD1	GO:0032543
Q9BYD1	GO:0017148
Q9H0F7	GO:0060271
Q12778	GO:0010508
Q12778	GO:0043065
Q12778	GO:0006915
O75461	GO:0000122
Q96E93	GO:0006954
Q96E93	GO:0006968
Q9HCU9	GO:0016575
Q9HCU9	GO:0000122
Q9HCU9	GO:0032088
Q9HCU9	GO:0030512
P58012	GO:0043065
P21781	GO:0008544
P21781	GO:0009611
Q96DX8	GO:0006612
P30291	GO:0000086
Q401N2	GO:0007268
Q401N2	GO:0042391
O43613	GO:0007218
O43613	GO:0007268
Q09013	GO:0018105
O95372	GO:0007411
Q9UM19	GO:0007417
P49406	GO:0032543
Q9NS91	GO:0051865
Q9NS91	GO:0006513
P21145	GO:0006915
P21145	GO:0007417
Q8IZP0	GO:0007169
Q8IZP0	GO:0008285
Q9NZH7	GO:0071222
Q9Y653	GO:0007189
Q9Y653	GO:0008285
Q9Y653	GO:0001525
Q9Y653	GO:0007420
Q9Y653	GO:0007266
Q9BY15	GO:0007189
Q9UK80	GO:0016579
Q9H040	GO:0031398
P29084	GO:0006367
Q9NSA2	GO:0071805
P62820	GO:0006897
P62820	GO:0032757
P62820	GO:0006888
Q96FV3	GO:0072659
Q02086	GO:0000122
Q02318	GO:0008203
Q99836	GO:0050830
Q99836	GO:0006915
Q99836	GO:0032731
Q99836	GO:0071260
Q99836	GO:0051607
Q99836	GO:0032757
Q99836	GO:0045087
Q9HAH1	GO:0000122
O95630	GO:0000281
O95630	GO:0016579
Q13790	GO:0008203
Q9UHV9	GO:0050821
Q86Y78	GO:0090263
O43290	GO:0000398
P13796	GO:0022617
Q8N427	GO:0060271
Q96D59	GO:0051865
Q9P003	GO:0006888
Q12912	GO:0006906
P16219	GO:0006635
Q9NX47	GO:0051865
P62851	GO:0002181
P62851	GO:0006364
P26012	GO:0007160
P26012	GO:0045766
P26012	GO:0007229
Q9UNN4	GO:0006366
P01854	GO:0050853
P01854	GO:0006958
P01854	GO:0006911
P01854	GO:0050871
P01854	GO:0006910
P01854	GO:0002250
P01854	GO:0045087
Q9H0U6	GO:0032543
Q15257	GO:0043065
P46060	GO:0090630
Q02539	GO:0007283
Q9P032	GO:0051607
Q9P032	GO:0032981
Q8N0V5	GO:0007179
Q8N0V5	GO:0051897
P62937	GO:0051092
P62937	GO:0034599
P62937	GO:0006915
P06729	GO:0098609
P06729	GO:0006915
P06729	GO:0032760
P06729	GO:0032757
P06729	GO:0032729
O76095	GO:0000281
P45379	GO:0006936
Q9HCM9	GO:0045087
O60232	GO:0000278
Q8IUH4	GO:0043123
Q8N5V2	GO:0090630
Q9UBV4	GO:0046330
Q9UBV4	GO:0060070
Q9P2B7	GO:0007283
Q9BZW8	GO:0032729
Q9BZW8	GO:0032757
Q7Z4P5	GO:0010862
Q7Z4P5	GO:0060395
Q7Z4P5	GO:0030509
Q9BXW4	GO:0000422
P63098	GO:0006470
Q13639	GO:0007268
Q9NPB1	GO:0006260
Q9HCQ5	GO:0016266
Q16539	GO:0071222
Q16539	GO:0090398
Q8N140	GO:0000724
P42677	GO:0002181
P42677	GO:0006364
P08133	GO:0097190
Q8WXU2	GO:0007507
P20036	GO:0032729
P20036	GO:0071346
Q7Z7B1	GO:0072659
Q9NXV6	GO:0030308
Q9NXV6	GO:0030307
P68036	GO:0031398
P01742	GO:0050853
P01742	GO:0006958
P01742	GO:0006911
P01742	GO:0050871
P01742	GO:0006910
P01742	GO:0045087
Q93034	GO:0031146
Q93034	GO:0000082
P24903	GO:0006805
P48730	GO:0032436
P48730	GO:0090263
P48730	GO:0007030
P48730	GO:0018105
P55211	GO:0006919
P55211	GO:0043065
P55211	GO:0006915
P61278	GO:0008285
P61278	GO:0007268
Q9Y4L5	GO:0051865
Q16619	GO:0007517
Q16619	GO:0042531
P17612	GO:0016241
P17612	GO:0018105
P39900	GO:0022617
A6NLC5	GO:0007399
Q9Y2U5	GO:0071260
Q9BWJ5	GO:0006282
Q9BWJ5	GO:0000398
Q96T68	GO:0000278
Q9BPW9	GO:0030855
P62910	GO:0002181
P98066	GO:0050728
P98066	GO:0006954
Q6MZQ0	GO:0034599
Q8IU54	GO:0042531
Q8IU54	GO:0008285
Q8IU54	GO:0051607
Q8IU54	GO:0032729
O14576	GO:0007018
Q6ZNE5	GO:0016241
Q6ZNE5	GO:0016236
Q96BM0	GO:0006915
Q8N1V2	GO:0060271
P51946	GO:0050821
P51946	GO:0000079
P51946	GO:0006367
P51946	GO:0006366
P51946	GO:2000045
P60153	GO:0050830
P35398	GO:0050728
P35398	GO:0071456
Q96IK0	GO:0043123
Q9UHY8	GO:0007411
Q9UHY8	GO:0007399
Q9H0F6	GO:0043123
Q13093	GO:0050729
Q460N3	GO:0000122
Q15077	GO:0070374
Q15077	GO:0007200
O95178	GO:0006120
O95178	GO:0032981
O95178	GO:0042776
Q15546	GO:0032880
Q96KX2	GO:0030036
P10720	GO:0071222
P10720	GO:0070098
P10720	GO:0061844
P10720	GO:0006954
Q99967	GO:0007507
Q99967	GO:0030336
P41968	GO:0007189
P41968	GO:0007187
Q14164	GO:0043123
Q14164	GO:0051607
Q14164	GO:0018105
P43080	GO:0007601
P00491	GO:0042102
Q9Y463	GO:0018105
Q9BZK7	GO:0090263
Q9BZK7	GO:0000122
Q9BZK7	GO:0016575
Q9NV29	GO:0030509
Q6ICL3	GO:0009306
Q6ICL3	GO:0007030
Q9HB90	GO:0006915
Q99592	GO:0000122
Q8WUA7	GO:0090630
P35244	GO:0000724
P35244	GO:0006260
Q13177	GO:0006469
Q13177	GO:0018105
P12272	GO:0008285
P12272	GO:0008544
P11230	GO:0007268
P11230	GO:0006936
P11230	GO:0042391
Q7Z449	GO:0006805
P01185	GO:0043154
P01185	GO:0033138
Q9H808	GO:0090090
Q9P289	GO:0046777
Q92783	GO:0090148
Q92783	GO:0016236
Q92783	GO:0036258
O75348	GO:0016241
O75348	GO:0006879
P12755	GO:0008285
P12755	GO:0007179
P12755	GO:0000122
P12755	GO:0060395
P12755	GO:0030512
Q9GZV4	GO:0007283
Q53RT3	GO:0016485
P12643	GO:0001649
P12643	GO:0060395
P12643	GO:0008285
P12643	GO:0043065
P12643	GO:0000122
P12643	GO:0001938
P12643	GO:0070374
P12643	GO:0010862
P12643	GO:0090090
P12643	GO:0030512
P49407	GO:0070374
P49715	GO:0008285
P39656	GO:0006487
P39656	GO:0042110
Q9H211	GO:0000278
Q9H211	GO:0031334
Q9NP60	GO:0007417
Q92956	GO:0050829
Q92956	GO:0050830
P30411	GO:0007169
P30411	GO:0007204
Q99828	GO:0008285
Q99828	GO:0071356
Q99828	GO:0006915
Q99828	GO:0051092
Q9NPC2	GO:0071805
Q96GC6	GO:0000122
P0DP07	GO:0050853
P0DP07	GO:0006958
P0DP07	GO:0050871
P0DP07	GO:0006910
P0DP07	GO:0045087
Q16352	GO:0021762
Q16352	GO:0045109
P17081	GO:0030036
Q96T49	GO:0001938
Q5T9G4	GO:0030307
P09493	GO:0007015
P09493	GO:0006936
P09493	GO:0008360
P52823	GO:0030336
Q9H4B7	GO:0000278
P18507	GO:0007268
P18507	GO:0042391
Q9BZ81	GO:0000122
Q99962	GO:0007417
Q92784	GO:0007399
Q92784	GO:2000045
Q8WV92	GO:0000281
Q8WV92	GO:0032091
P07339	GO:0043065
P10599	GO:0051897
P10599	GO:0033138
Q13586	GO:0045766
Q14563	GO:0046330
Q14563	GO:0007411
Q9NXR8	GO:0043065
P17030	GO:0000122
O14905	GO:0060070
Q9Y3C1	GO:0042273
Q86XR7	GO:0006888
Q86XR7	GO:0043123
Q86XR7	GO:0071222
Q86XR7	GO:0007030
O75695	GO:0007601
Q9NYK5	GO:0032543
P13645	GO:0030855
Q9H7X0	GO:0006334
Q96I25	GO:0000398
O95156	GO:0007218
Q9Y6E0	GO:0046777
Q9NYL5	GO:0042632
P05108	GO:0008203
O00541	GO:0042273
Q9BXJ3	GO:0032760
Q9BXJ3	GO:1901224
Q9BXJ3	GO:0032755
Q99685	GO:0006954
P01764	GO:0050853
P01764	GO:0006911
P01764	GO:0050871
P01764	GO:0006910
P01764	GO:0045087
O15217	GO:0006805
P23276	GO:0016485
P01229	GO:0008584
Q13491	GO:0007399
P60022	GO:0050829
P60022	GO:0061844
P60022	GO:0050830
P51159	GO:0006887
Q9P0T7	GO:0090263
P11844	GO:0007601
P23945	GO:0007189
P23945	GO:0008584
P23945	GO:0007283
P0CF51	GO:0050852
P0CF51	GO:0002250
Q96MV8	GO:0006612
O00230	GO:0007268
Q03591	GO:0032091
Q96T92	GO:0000122
Q14534	GO:0008203
Q96D71	GO:0006897
P30626	GO:0007517
P0C7U3	GO:0006612
Q9Y333	GO:0000398
Q8TBF4	GO:0000398
Q13291	GO:0046330
Q13291	GO:0032729
Q13291	GO:0032720
Q13291	GO:0070374
Q5SQN1	GO:0006887
Q5SQN1	GO:0006906
Q8N6L0	GO:0007015
O76027	GO:0098609
O14964	GO:0036258
O14964	GO:0008285
O14964	GO:0016236
O14964	GO:0090148
O14964	GO:0016525
P52298	GO:0032968
P52298	GO:0000398
Q8IX95	GO:0006888
O95264	GO:0007268
O95264	GO:0042391
Q969P0	GO:0007399
O75351	GO:0016236
O75351	GO:0090148
P30518	GO:0008285
Q9NR20	GO:0018107
Q9NR20	GO:0018105
P01242	GO:0042531
Q5XKE5	GO:0045109
Q86YL7	GO:0098609
Q86YL7	GO:0007266
O95409	GO:0007420
O95409	GO:0007417
Q92730	GO:0007015
Q92730	GO:0008360
P03928	GO:0042776
Q15906	GO:0000122
P16150	GO:0006968
P16150	GO:0032760
P08962	GO:0007160
P16333	GO:0042102
P16333	GO:0042110
P56880	GO:0070830
Q7LBR1	GO:0090148
Q7LBR1	GO:0007080
Q7LBR1	GO:0036258
O43765	GO:0030433
P19099	GO:0008203
Q9P2W9	GO:0006890
Q9Y3Q3	GO:0006888
Q9Y3Q3	GO:0007030
Q5TH74	GO:0043065
P61247	GO:0002181
Q9UGI6	GO:0071805
Q03014	GO:0090263
Q03014	GO:0000122
P21127	GO:0000278
P21127	GO:0006915
P78380	GO:0006954
Q9NQ60	GO:0006897
P49674	GO:0006897
P49674	GO:0032091
P49674	GO:0090263
P49674	GO:0018105
P49674	GO:0032436
P49674	GO:0060070
Q99417	GO:0007283
Q9NRE1	GO:0050728
Q9UK22	GO:0031146
Q9UBT7	GO:0007266
Q16610	GO:0043123
P60985	GO:0008544
Q9UBL6	GO:0071277
Q9NVS2	GO:0032543
Q96C23	GO:0005975
A8MPY1	GO:0007268
A8MPY1	GO:0042391
P16383	GO:0000398
P09001	GO:0032543
O00165	GO:0014068
O00165	GO:0033138
Q9HBG7	GO:0042110
Q8N584	GO:0060271
Q15619	GO:0007608
Q8NFT2	GO:0006897
P09917	GO:0050728
A0A087X1L8	GO:0042102
A0A087X1L8	GO:0071222
P25685	GO:0000122
O00635	GO:0010508
O00635	GO:0051092
O00635	GO:0032880
O00635	GO:0043123
O00635	GO:0045087
Q08117	GO:0000122
Q9NUL5	GO:0045071
Q9NUL5	GO:0045087
O14931	GO:0006954
Q8N5K1	GO:0000422
Q6XYQ8	GO:0071277
O75143	GO:0008285
O75143	GO:0046777
P14780	GO:0022617
Q92966	GO:0006366
P35225	GO:0050728
P35225	GO:0006954
P35711	GO:0006366
Q8TBX8	GO:0046854
Q8NCW5	GO:0016525
Q96KC9	GO:0007283
Q9NSA1	GO:0070374
Q96BD5	GO:0000122
P06748	GO:0006334
P06748	GO:0008285
P06748	GO:0042273
P06748	GO:0090398
Q9NXB0	GO:0060271
O43598	GO:0030855
P23511	GO:0006366
Q86UW8	GO:0007417
P09601	GO:0006879
P09601	GO:0071456
P09601	GO:0043123
P09601	GO:0001525
A2A3K4	GO:0060271
Q9UJX2	GO:0000278
Q9UJX2	GO:0007080
O43660	GO:0000398
Q9HBF5	GO:0030308
Q9HBF5	GO:0006919
Q01718	GO:0007187
Q9UP65	GO:0006954
P28908	GO:0008285
P28908	GO:0032760
P28908	GO:0043065
P28908	GO:0071260
P23510	GO:0071222
P23510	GO:0032755
P23510	GO:0032729
P23510	GO:0050729
P23510	GO:0006954
Q4U2R6	GO:0032543
Q16342	GO:0043065
Q16342	GO:0006919
O75427	GO:0007399
O75841	GO:0030855
Q9NZD4	GO:0050821
Q00994	GO:0006919
P05161	GO:0051607
P05161	GO:0032729
P05161	GO:0045071
P05161	GO:0007229
A0A075B7D8	GO:0050853
A0A075B7D8	GO:0006958
A0A075B7D8	GO:0006911
A0A075B7D8	GO:0050871
A0A075B7D8	GO:0006910
A0A075B7D8	GO:0045087
Q8NEV1	GO:0018107
Q8NEV1	GO:0030307
Q8NEV1	GO:0018105
P49006	GO:0007015
P49006	GO:0007417
Q14508	GO:0007283
P07316	GO:0007601
Q15818	GO:0007268
Q15818	GO:0007417
Q8WU08	GO:0018105
Q9UII2	GO:0001525
P04085	GO:0051897
P04085	GO:0043406
P04085	GO:0009611
P04085	GO:0014068
P09912	GO:0006915
P09912	GO:0097190
P09912	GO:0051607
P09912	GO:0098586
P09912	GO:0045087
P51808	GO:0007018
P12724	GO:0050830
P12724	GO:0061844
P12724	GO:0045087
O15263	GO:0050829
O15263	GO:0050830
P51648	GO:0008544
P51648	GO:0007417
P29275	GO:0007189
P28698	GO:0000122
Q05195	GO:0000122
Q8NCG5	GO:0016266
Q9Y366	GO:0060271
O14810	GO:0006887
O14810	GO:0007268
P17181	GO:0098586
Q02643	GO:0007189
Q4KMQ1	GO:0007605
Q9H6D8	GO:0050728
P41219	GO:0045109
Q96DA6	GO:0007601
P50402	GO:0090090
P30279	GO:0000079
P30279	GO:0000082
Q9BYC8	GO:0032543
Q2M2D7	GO:0090630
Q9BT67	GO:0006879
Q9BT67	GO:0031398
Q9BT67	GO:0043123
A6NH52	GO:0009306
Q9NSE2	GO:0046854
Q9BX93	GO:0042632
P25398	GO:0002181
P25398	GO:0090263
O75964	GO:0042776
P10242	GO:1902895
P10242	GO:0000122
P52757	GO:0051056
P41159	GO:0032757
P41159	GO:0042102
P41159	GO:0032755
P41159	GO:0014068
P41159	GO:0001525
P01848	GO:0050852
P01848	GO:0002250
O75489	GO:0030308
O75489	GO:0032981
O75489	GO:0006120
O75489	GO:0021762
O75489	GO:0042776
Q9UBV8	GO:0006888
Q92759	GO:0006366
Q9UK32	GO:0018105
Q9UK32	GO:0007417
P01567	GO:0002250
P52895	GO:0051897
Q96BD8	GO:0000278
Q9Y2Y9	GO:0006366
Q15672	GO:0071456
Q15672	GO:0032760
Q15672	GO:0032755
Q15672	GO:0045766
Q14184	GO:0006887
Q9P2Y4	GO:0000122
Q9BUN5	GO:0060271
Q969T4	GO:0070936
Q7Z5Q1	GO:0071456
Q13939	GO:0030036
Q13939	GO:0007420
O94768	GO:0043065
Q09328	GO:0006487
Q13309	GO:0031146
Q13309	GO:0070936
Q13309	GO:0045087
Q13309	GO:0000086
Q8IZN3	GO:0006612
Q9GZT5	GO:0060070
O75838	GO:0007204
P56856	GO:0070830
Q9NZJ7	GO:0043065
Q9NZJ7	GO:0006919
Q9NYY3	GO:0010508
Q9NYY3	GO:0000278
Q9NYY3	GO:0018105
Q9NYY3	GO:0043123
Q9NYY3	GO:0000082
Q9P0W0	GO:0098586
Q9P0W0	GO:0002250
Q9Y258	GO:0071356
Q9Y258	GO:0070098
Q9Y258	GO:0071346
Q9Y258	GO:0001938
Q9Y258	GO:0071347
Q9BZG1	GO:0072659
O43927	GO:0070098
O43927	GO:0061844
O43927	GO:0006954
O43927	GO:0007204
P24522	GO:0006915
P24522	GO:0071260
P24522	GO:0046330
P24522	GO:0043065
P24522	GO:0000122
P24522	GO:0000079
Q9BT88	GO:0071277
A0M8Q6	GO:0006958
A0M8Q6	GO:0006911
A0M8Q6	GO:0006910
A0M8Q6	GO:0002250
A0M8Q6	GO:0045087
Q9NYM4	GO:0007218
P25490	GO:0006275
P25490	GO:0000122
P61077	GO:0000122
P61077	GO:0006513
Q07343	GO:0032729
P56181	GO:0006120
P56181	GO:0042776
P36222	GO:0006954
P36222	GO:0051897
P36222	GO:0045766
P36222	GO:0070374
P61266	GO:0006887
P61266	GO:0006906
Q13275	GO:0007411
P55210	GO:0006915
P04040	GO:0001649
Q8N3Y1	GO:0007030
Q9H444	GO:0036258
Q9H444	GO:0007080
Q12794	GO:0071356
Q12794	GO:0030307
Q12794	GO:0006954
Q12794	GO:0045766
Q12794	GO:0071347
Q12794	GO:0030308
Q9HBY8	GO:0018105
P83881	GO:0002181
Q9BZE4	GO:0008285
Q9BZE4	GO:0042273
Q9BZE4	GO:0050821
Q9BZE4	GO:0000079
Q8WW24	GO:0060271
P36543	GO:0016241
Q9GZV7	GO:0007417
Q96N96	GO:0051056
Q9Y253	GO:0006282
P28069	GO:0008285
